Municipio,RF_2010,RF_2000,RF_1980
3153707,86,145,153
3153806,91,140,154
3153905,86,141,152
3154002,88,141,156
3154101,89,144,156
3154150,89,147,
3154200,91,140,154
3154309,90,147,159
3154408,91,140,154
3154457,153,142,
3154507,87,142,148
3154606,86,141,152
3154705,95,159,154
3154804,86,141,152
3154903,89,141,156
3155009,89,141,156
3155108,90,146,149
3155207,91,140,154
3155306,86,141,152
3155405,89,144,156
3155504,85,145,153
3155603,87,142,149
3155702,86,141,152
3155801,89,144,156
3155900,92,149,161
3156007,88,146,148
3156106,91,140,154
3156205,89,144,156
3156304,89,144,156
3156403,152,145,231
3156452,89,148,
3156502,87,142,149
3156601,84,146,149
3156700,86,141,152
3156809,88,146,155
3156908,97,151,164
3157005,87,142,149
3157104,84,142,149
3157203,86,141,152
3157252,88,146,
3157278,92,144,
3157302,91,140,154
3157336,91,140,
3157377,87,142,
3157401,89,141,156
3157500,88,146,155
3157609,87,142,151
3157658,90,146,
3157708,152,145,153
3157807,86,141,152
3157906,89,147,156
3158003,86,141,152
3158102,84,146,149
3158201,88,146,155
3158300,95,159,150
3158409,89,144,156
3158508,86,141,152
3158607,89,144,156
3158706,91,144,156
3158805,95,159,154
3158904,89,147,156
3158953,88,146,
3159001,86,141,152
3159100,91,140,154
3159209,95,159,150
3159308,92,149,156
3159357,88,146,
3159407,91,140,154
3159506,90,147,159
3159605,95,159,150
3159704,85,145,153
3159803,152,216,244
3159902,95,159,154
3160009,89,144,156
3160108,89,141,156
3160207,86,146,155
3160306,84,146,149
3160405,86,143,153
3160454,87,142,
3160504,86,141,152
3160603,86,146,148
3160702,89,144,156
3160801,95,159,150
3160900,91,140,154
3160959,88,146,
3161007,86,141,152
3161056,90,146,
3161106,87,142,148
3161205,86,143,153
3161304,94,153,166
3161403,89,148,156
3161502,89,144,156
3161601,88,146,155
3161650,90,146,
3161700,85,145,153
3161809,86,143,153
3161908,86,141,152
3162005,95,159,150
3162104,85,145,153
3162203,95,151,165
3162252,87,142,
3162302,95,159,150
3162401,87,142,148
3162450,87,142,
3162500,91,140,154
3162559,89,147,
3162575,90,146,
3162609,88,146,155
3162658,87,142,
3162708,87,142,149
3162807,88,146,155
3162906,89,144,156
3162922,86,141,
3162948,95,151,
3162955,86,141,
3163003,88,146,155
3163102,86,143,152
3163201,95,159,150
3163300,90,146,155
3163409,88,141,155
3163508,88,146,155
3163607,89,147,156
3163706,95,159,150
3163805,89,144,156
3163904,95,159,165
3164001,88,141,156
3164100,88,146,155
3164209,87,142,151
3164308,86,143,153
3164407,95,159,150
3164431,89,144,
3164472,88,146,
3164506,88,146,155
3164605,86,143,153
3164704,95,151,165
3164803,86,141,152
3164902,95,159,150
3165008,91,140,154
3165107,95,151,165
3165206,95,159,150
3165305,95,159,154
3165404,95,159,169
3165503,88,146,155
3165537,86,141,
3165552,87,146,
3165560,89,141,
3165578,95,159,
3165602,89,144,156
3165701,89,144,156
3165800,95,159,150
3165909,86,146,148
3166006,91,140,156
3166105,88,146,155
3166204,91,140,154
3166303,89,141,156
3166402,95,159,156
3166501,88,146,
3166600,86,145,153
3166709,90,146,158
3166808,85,145,153
3166907,95,159,150
3166956,87,142,
3167004,95,159,150
3167103,86,146,155
3167202,86,141,152
3167301,89,144,156
3167400,95,159,150
3167509,89,144,156
3167608,89,147,156
3167707,88,146,155
3167806,95,159,150
3167905,89,144,156
3168002,87,142,149
3168051,89,147,
3168101,86,145,153
3168200,86,143,153
3168309,86,141,152
3168408,88,146,155
3168507,89,144,156
3168606,87,146,155
3168705,88,146,155
3168804,91,140,154
3168903,85,145,153
3169000,89,144,156
3169059,95,159,
3169109,93,152,168
3169208,89,148,156
3169307,95,159,150
3169356,86,145,153
3169406,95,159,150
3169505,88,146,155
3169604,152,145,231
3169703,87,146,155
3169802,95,159,150
3169901,89,144,156
3170008,87,142,148
3170057,88,146,
3170107,97,151,164
3170206,152,145,231
3170305,90,146,158
3170404,153,142,248
3170438,94,153,
3170479,153,142,
3170503,89,141,156
3170529,153,142,
3170578,88,146,
3170602,86,143,153
3170651,87,142,
3170701,95,159,150
3170750,85,145,
3170800,87,142,148
3170909,87,142,148
3171006,85,145,153
3171030,87,142,
3171071,87,146,
3171105,97,151,164
3171154,88,147,
3171204,86,141,152
3171303,89,144,156
3171402,89,148,156
3171501,88,146,155
3171600,87,146,149
3171709,95,159,150
3171808,88,146,155
3171907,88,146,157
3172004,89,144,156
3172103,89,144,156
3172202,95,159,150
3200102,89,147,159
3200136,90,147,
3200169,90,146,
3200201,89,147,159
3200300,89,147,159
3200359,90,146,
3200409,89,147,159
3200508,89,148,159
3200607,90,147,159
3200706,89,147,159
3200805,90,147,159
3200904,90,146,155
3201001,90,146,158
3201100,89,148,159
3201159,89,147,
3201209,89,147,159
3201308,90,147,159
3201407,89,147,159
3201506,90,147,159
3201605,90,146,158
3201704,89,147,159
3201803,89,147,159
3201902,90,147,159
3202009,89,147,159
3202108,90,146,158
3202207,90,147,159
3202256,90,,
3202306,89,147,159
3202405,89,147,159
3202454,89,147,
3202504,90,147,159
3202553,89,147,
3202603,89,147,159
3202652,89,147,
3202702,90,147,159
3202801,89,147,159
3202900,90,147,159
3203007,89,147,156
3203056,90,146,
3203106,89,147,159
3203130,90,147,
3203163,89,147,
3203205,90,147,159
3203304,90,146,155
3203320,89,147,
3203346,90,147,
3203353,90,147,
3203403,89,147,159
3203502,90,146,158
3203601,90,146,158
3203700,89,147,159
3203809,89,147,159
3203908,90,146,158
3204005,90,147,159
3204054,90,146,
3204104,90,146,158
3204203,89,147,159
3204252,90,146,
3204302,89,147,159
3204351,90,147,
3204401,89,147,159
3204500,90,147,159
3204559,90,147,
3204609,90,147,159
3204658,90,147,
3204708,90,147,159
3204807,89,148,159
3204906,90,146,158
3204955,90,147,
3205002,90,147,159
3205010,90,147,
3205036,89,147,
3205069,89,147,
3205101,90,147,159
3205150,90,146,
3205176,90,147,
3205200,90,147,159
3205309,90,147,159
3300100,92,149,161
3300159,89,148,
3300209,92,148,161
3300225,89,144,
3300233,92,148,
3300258,92,148,
3300308,92,149,161
3300407,92,149,161
3300456,92,149,
3300506,92,148,160
3300605,89,148,159
3300704,92,148,160
3300803,92,149,161
3300902,89,148,156
3300936,92,148,
3300951,89,144,
3301009,89,148,156
3301108,92,148,160
3301157,89,148,
3301207,89,144,156
3301306,92,148,160
3301405,92,148,160
3301504,92,148,160
3301603,92,148,160
3301702,92,149,161
3301801,92,149,161
3301850,92,149,
3301876,92,148,
3301900,92,149,161
3302007,92,149,161
3302056,89,148,
3302106,89,148,156
3302205,89,148,159
3302254,92,149,
3302270,92,149,
3302304,89,148,159
3302403,92,148,160
3302452,92,148,
3302502,92,149,161
3302601,92,149,161
3302700,92,149,161
3302809,92,149,161
3302858,92,,
3302908,92,149,161
3303005,89,148,156
3303104,89,148,159
3303203,92,149,161
3303302,92,149,161
3303401,92,148,160
3303500,92,149,161
3303609,92,149,161
3303708,89,144,156
3303807,92,149,161
3303856,92,149,
3303906,89,144,161
3303955,92,149,
3304003,92,149,161
3304102,89,148,156
3304110,92,149,
3304128,92,149,
3304144,92,149,
3304151,92,148,
3304201,92,149,169
3304300,92,149,161
3304409,92,149,161
3304508,92,149,161
3304524,92,148,
3304557,92,149,161
3304607,92,148,160
3304706,89,148,156
3304755,89,148,
3304805,89,148,156
3304904,92,149,161
3305000,89,148,156
3305109,92,149,161
3305133,89,148,
3305158,89,144,
3305208,92,148,160
3305307,92,148,160
3305406,89,144,156
3305505,92,148,161
3305554,92,149,
3305604,92,149,161
3305703,92,148,156
3305752,92,149,
3305802,89,149,161
3305901,92,148,160
3306008,89,144,156
3306107,92,149,161
3306156,89,148,
3306206,92,149,161
3306305,92,149,161
3500105,99,158,162
3500204,101,154,166
3500303,95,159,168
3500402,95,159,165
3500501,93,152,168
3500550,100,157,162
3500600,93,152,168
3500709,100,150,163
3500758,93,152,
3500808,99,158,173
3500907,101,154,166
3501004,97,151,164
3501103,94,153,162
3501152,93,156,
3501202,94,153,166
3501301,99,158,173
3501400,100,150,162
3501509,100,150,162
3501608,93,152,168
3501707,101,151,163
3501806,94,153,166
3501905,93,152,168
3502002,101,152,163
3502101,99,158,166
3502200,93,152,170
3502309,100,150,168
3502408,99,158,173
3502507,98,155,169
3502606,94,153,166
3502705,105,157,174
3502754,93,156,
3502804,94,153,162
3502903,93,152,170
3503000,97,151,164
3503109,100,157,162
3503158,92,149,
3503208,101,151,163
3503307,93,152,168
3503356,94,153,
3503406,100,150,163
3503505,98,155,169
3503604,100,150,163
3503703,101,154,166
3503802,93,152,168
3503901,96,156,167
3503950,94,153,
3504008,100,157,162
3504107,96,152,168
3504206,94,153,166
3504305,100,150,163
3504404,100,153,162
3504503,100,157,162
3504602,101,154,166
3504701,100,150,163
3504800,101,154,166
3504909,92,149,161
3505005,100,157,162
3505104,94,153,162
3505203,100,150,163
3505302,100,150,163
3505351,105,157,
3505401,102,157,174
3505500,101,151,164
3505609,97,151,164
3505708,96,156,167
3505807,94,153,162
3505906,97,151,164
3506003,100,150,163
3506102,101,151,164
3506201,94,153,162
3506300,100,157,162
3506359,96,156,
3506409,94,153,162
3506508,94,153,162
3506607,96,156,167
3506706,101,151,163
3506805,101,150,163
3506904,100,150,168
3507001,93,152,170
3507100,96,152,168
3507159,105,157,
3507209,100,157,162
3507308,100,150,163
3507407,101,154,163
3507456,100,150,
3507506,100,150,168
3507605,93,152,168
3507704,94,153,162
3507753,94,153,
3507803,97,151,164
3507902,101,150,163
3508009,93,152,170
3508108,94,153,162
3508207,97,151,164
3508306,100,150,163
3508405,96,152,168
3508504,98,155,169
3508603,98,155,169
3508702,95,159,165
3508801,100,150,162
3508900,99,158,173
3509007,96,156,167
3509106,99,158,173
3509205,96,156,167
3509254,102,161,
3509304,101,154,166
3509403,97,151,164
3509452,93,152,
3509502,93,152,168
3509601,96,152,168
3509700,95,159,169
3509809,100,157,162
3509908,102,161,174
3509957,98,155,
3510005,100,157,162
3510104,101,154,166
3510153,100,157,
3510203,93,157,170
3510302,93,152,170
3510401,93,152,168
3510500,98,155,169
3510609,96,156,167
3510708,94,153,166
3510807,95,159,165
3510906,97,151,164
3511003,99,158,166
3511102,101,154,166
3511201,101,154,166
3511300,101,154,166
3511409,100,157,162
3511508,93,152,168
3511607,93,152,170
3511706,93,152,168
3511904,94,153,162
3512001,101,151,164
3512100,101,151,164
3512209,93,152,168
3512308,93,152,168
3512407,93,152,168
3512506,94,153,162
3512605,100,157,162
3512704,93,152,168
3512803,93,152,168
3512902,94,153,166
3513009,96,156,167
3513108,97,151,164
3513207,97,151,165
3513306,100,157,162
3513405,98,155,169
3513504,96,156,174
3513603,98,155,169
3513702,101,152,165
3513801,96,156,167
3513850,94,153,
3513900,95,159,165
3514007,101,151,164
3514106,100,150,163
3514205,94,153,166
3514304,101,150,163
3514403,99,158,162
3514502,100,150,163
3514601,97,151,164
3514700,100,150,162
3514809,102,161,174
3514908,93,152,168
3514924,101,154,
3514957,101,154,
3515004,96,156,167
3515103,96,156,167
3515129,99,158,
3515152,93,152,
3515186,95,159,165
3515194,100,150,
3515202,94,153,166
3515301,99,158,173
3515350,99,160,
3515400,100,157,162
3515509,94,153,166
3515608,101,154,166
3515657,100,150,
3515707,96,156,167
3515806,99,158,162
3515905,94,153,166
3516002,99,158,162
3516101,100,157,162
3516200,97,151,165
3516309,96,156,167
3516408,96,156,167
3516507,94,153,162
3516606,100,150,162
3516705,100,150,162
3516804,94,153,166
3516853,101,151,
3516903,94,153,166
3517000,100,150,162
3517109,94,153,162
3517208,100,150,162
3517307,100,150,162
3517406,97,151,164
3517505,101,154,166
3517604,93,157,170
3517703,97,151,164
3517802,99,158,166
3517901,101,154,166
3518008,94,153,166
3518107,100,150,163
3518206,94,153,162
3518305,98,155,167
3518404,98,155,169
3518503,93,152,170
3518602,101,151,164
3518701,96,156,174
3518800,96,156,167
3518859,97,151,
3518909,94,153,166
3519006,94,153,162
3519055,93,152,
3519071,93,152,
3519105,100,150,163
3519204,94,153,162
3519253,100,157,
3519303,101,151,163
3519402,101,154,166
3519501,100,157,162
3519600,101,151,163
3519709,96,156,167
3519808,101,154,166
3519907,99,157,162
3520004,100,150,163
3520103,97,151,164
3520202,98,155,167
3520301,102,161,174
3520400,98,155,169
3520426,102,161,
3520442,99,158,
3520509,93,152,168
3520608,99,158,173
3520707,94,153,166
3520806,99,158,162
3520905,100,157,162
3521002,93,152,170
3521101,93,152,168
3521150,101,154,
3521200,102,157,174
3521309,97,151,164
3521408,93,152,168
3521507,101,154,166
3521606,99,158,162
3521705,93,157,162
3521804,100,157,170
3521903,101,154,166
3522000,100,150,163
3522109,96,156,174
3522158,105,157,
3522208,96,156,167
3522307,93,152,170
3522406,93,157,162
3522505,96,156,167
3522604,93,152,168
3522653,105,157,
3522703,101,151,163
3522802,100,157,162
3522901,100,150,163
3523008,99,158,166
3523107,96,156,167
3523206,100,157,162
3523305,96,156,174
3523404,93,152,168
3523503,100,150,168
3523602,101,152,163
3523701,97,151,165
3523800,95,159,165
3523909,93,152,168
3524006,96,152,168
3524105,97,151,164
3524204,101,151,164
3524303,101,151,164
3524402,98,155,169
3524501,101,154,166
3524600,102,161,174
3524709,93,152,168
3524808,94,153,166
3524907,98,155,169
3525003,96,156,167
3525102,97,151,164
3525201,96,152,168
3525300,100,150,163
3525409,97,151,165
3525508,93,152,168
3525607,100,157,162
3525706,101,154,166
3525805,100,150,162
3525854,93,152,
3525904,96,152,168
3526001,99,158,162
3526100,102,161,174
3526209,96,156,167
3526308,98,155,169
3526407,93,152,168
3526506,99,153,166
3526605,98,155,169
3526704,93,152,168
3526803,100,150,163
3526902,93,152,168
3527009,93,152,168
3527108,100,150,162
3527207,98,155,169
3527256,94,153,
3527306,93,152,168
3527405,99,158,162
3527504,100,150,163
3527603,97,151,164
3527702,94,153,162
3527801,100,150,162
3527900,100,157,162
3528007,100,150,163
3528106,94,154,166
3528205,94,153,166
3528304,94,153,166
3528403,93,156,167
3528502,96,156,167
3528601,100,157,162
3528700,99,158,173
3528809,100,157,162
3528858,101,154,
3528908,99,158,162
3529005,100,150,162
3529104,94,153,166
3529203,99,158,173
3529302,101,151,164
3529401,96,156,167
3529500,101,154,166
3529609,94,153,166
3529658,94,153,
3529708,97,151,164
3529807,100,150,163
3529906,102,161,174
3530003,94,153,166
3530102,99,153,166
3530201,99,158,173
3530300,101,154,166
3530409,101,154,166
3530508,95,159,165
3530607,96,156,167
3530706,93,152,168
3530805,93,152,168
3530904,93,152,168
3531001,94,153,166
3531100,96,156,174
3531209,93,152,168
3531308,101,154,166
3531407,101,154,166
3531506,101,151,164
3531605,99,158,162
3531704,98,155,169
3531803,93,152,168
3531902,97,151,164
3532009,93,152,168
3532058,101,151,
3532108,99,158,166
3532157,99,157,
3532207,99,158,173
3532306,98,155,169
3532405,96,152,168
3532504,101,154,166
3532603,94,153,166
3532702,101,154,166
3532801,101,154,166
3532827,93,157,
3532843,94,153,
3532868,94,153,
3532900,101,151,163
3533007,101,154,166
3533106,99,158,162
3533205,99,158,166
3533254,101,154,
3533304,94,153,162
3533403,93,152,168
3533502,101,154,166
3533601,97,151,164
3533700,100,150,162
3533809,100,157,162
3533908,101,154,166
3534005,101,154,166
3534104,100,150,162
3534203,101,154,166
3534302,97,151,164
3534401,96,156,167
3534500,100,150,162
3534609,99,158,162
3534708,100,157,162
3534757,94,153,
3534807,99,158,162
3534906,99,158,162
3535002,101,154,166
3535101,101,154,166
3535200,94,153,166
3535309,100,157,162
3535408,99,158,162
3535507,100,157,162
3535606,98,155,169
3535705,101,154,166
3535804,93,152,170
3535903,94,153,166
3536000,99,158,162
3536109,100,150,168
3536208,102,161,174
3536257,94,153,
3536307,97,151,165
3536406,99,158,162
3536505,93,152,168
3536570,100,150,
3536604,101,154,166
3536703,100,150,163
3536802,93,152,168
3536901,94,153,166
3537008,97,151,165
3537107,93,152,168
3537156,100,157,
3537206,96,156,174
3537305,94,153,162
3537404,94,153,166
3537503,93,152,168
3537602,96,156,174
3537701,94,153,162
3537800,93,152,170
3537909,93,152,170
3538006,98,155,169
3538105,101,154,166
3538204,93,152,168
3538303,99,158,173
3538501,98,155,169
3538600,96,152,168
3538709,93,152,168
3538808,100,157,162
3538907,100,150,163
3539004,101,154,166
3539103,96,156,167
3539202,99,158,173
3539301,93,152,165
3539400,100,150,163
3539509,97,151,164
3539608,101,154,166
3539707,100,157,162
3539806,96,156,167
3539905,101,154,166
3540002,100,150,162
3540101,100,150,162
3540200,97,151,164
3540259,94,153,
3540309,94,153,166
3540408,94,153,166
3540507,100,152,170
3540606,93,152,168
3540705,93,152,165
3540754,98,155,
3540804,101,154,166
3540853,99,158,
3540903,97,151,164
3541000,96,156,174
3541059,100,150,
3541109,100,150,163
3541208,99,158,173
3541307,99,158,173
3541406,99,158,173
3541505,99,158,173
3541604,100,150,162
3541653,93,152,
3541703,100,157,162
3541802,94,153,162
3541901,98,155,169
3542008,100,150,162
3542107,93,152,168
3542206,100,157,162
3542305,98,155,169
3542404,99,158,173
3542503,100,150,163
3542602,102,161,174
3542701,97,151,165
3542800,105,157,174
3542909,101,151,163
3543006,93,157,162
3543105,97,151,165
3543204,100,157,162
3543238,99,158,
3543253,93,157,
3543303,96,156,167
3543402,97,151,164
3543501,100,157,162
3543600,97,151,164
3543709,101,151,163
3543808,94,153,162
3543907,93,152,168
3544004,93,152,168
3544103,96,156,167
3544202,94,154,166
3544251,103,160,
3544301,98,155,169
3544400,94,153,162
3544509,94,153,166
3544608,100,150,162
3544707,99,158,162
3544806,101,154,166
3544905,97,151,164
3545001,96,156,167
3545100,99,158,162
3545159,93,152,
3545209,93,152,168
3545308,93,152,170
3545407,100,157,162
3545506,99,158,173
3545605,101,154,166
3545704,94,153,166
3545803,93,152,168
3546009,98,155,169
3546108,94,153,166
3546207,93,152,168
3546256,97,151,
3546306,93,152,165
3546405,100,157,162
3546504,101,151,164
3546603,94,153,166
3546702,93,152,168
3546801,96,156,167
3546900,101,151,163
3547007,93,152,168
3547106,99,158,162
3547205,94,153,166
3547304,96,156,167
3547403,94,153,166
3547502,93,152,164
3547601,97,151,164
3547650,94,153,
3547700,99,158,173
3547809,96,156,167
3547908,97,151,164
3548005,93,152,168
3548054,94,153,
3548104,95,159,165
3548203,95,159,169
3548302,99,158,173
3548401,94,153,162
3548500,96,156,174
3548609,95,159,169
3548708,96,156,167
3548807,96,156,167
3548906,101,151,163
3549003,94,153,166
3549102,95,159,165
3549201,94,153,166
3549250,94,153,
3549300,99,158,162
3549409,97,151,164
3549508,97,151,165
3549607,98,149,169
3549706,95,159,165
3549805,101,154,166
3549904,98,155,169
3549953,96,156,
3550001,98,155,169
3550100,100,150,163
3550209,93,152,170
3550308,96,156,167
3550407,93,152,168
3550506,100,157,162
3550605,93,156,167
3550704,98,155,169
3550803,95,159,165
3550902,97,151,164
3551009,96,156,174
3551108,93,152,170
3551207,100,157,162
3551306,94,153,166
3551405,97,151,164
3551504,97,151,164
3551603,93,152,168
3551702,97,151,164
3551801,102,161,174
3551900,101,154,166
3552007,98,155,169
3552106,93,152,168
3552205,93,152,170
3552304,94,153,166
3552403,93,152,168
3552502,96,156,167
3552551,94,153,
3552601,101,154,166
3552700,101,151,163
3552809,96,156,167
3552908,99,158,173
3553005,100,157,162
3553104,101,151,164
3553203,101,151,164
3553302,93,152,165
3553401,101,154,166
3553500,93,152,174
3553609,95,159,165
3553658,101,151,
3553708,101,151,164
3553807,100,157,162
3553856,93,157,
3553906,99,158,173
3553955,100,157,
3554003,93,152,170
3554102,98,155,169
3554201,100,157,162
3554300,99,160,173
3554409,97,151,164
3554508,93,152,168
3554607,100,157,162
3554656,100,152,
3554706,101,150,163
3554755,101,151,
3554805,98,155,169
3554904,94,153,166
3554953,93,152,
3555000,94,153,162
3555109,99,158,162
3555208,94,153,162
3555307,94,153,166
3555356,101,154,
3555406,98,155,169
3555505,100,150,163
3555604,101,154,166
3555703,101,154,166
3555802,94,153,166
3555901,100,150,163
3556008,101,154,166
3556107,94,153,166
3556206,93,152,168
3556305,94,153,162
3556354,93,152,
3556404,95,159,165
3556453,96,156,
3556503,96,152,168
3556602,100,150,162
3556701,93,152,168
3556800,97,151,164
3556909,101,154,166
3556958,94,153,
3557006,93,152,170
3557105,94,153,166
3557154,94,153,
3557204,100,157,162
3557303,93,152,
4100103,100,157,162
4100202,105,157,174
4100301,105,164,177
4100400,105,164,171
4100459,104,162,
4100509,104,160,175
4100608,103,160,173
4100707,104,160,175
4100806,103,160,173
4100905,103,160,173
4101002,109,167,179
4101051,104,162,
4101101,100,157,162
4101150,103,160,
4101200,105,164,171
4101309,105,164,177
4101408,103,160,173
4101507,103,160,173
4101606,100,157,162
4101655,103,160,
4101705,103,160,173
4101804,105,164,171
4101853,103,160,
4101903,103,160,173
4102000,104,162,175
4102109,103,160,173
4102208,103,160,173
4102307,105,164,171
4102406,100,157,162
4102505,103,160,173
4102604,109,167,179
4102703,100,157,162
4102752,109,167,
4102802,103,160,173
4102901,108,164,177
4103008,103,160,173
4103024,109,167,
4103040,109,167,
4103057,104,162,
4103107,105,164,171
4103156,109,167,
4103206,103,160,173
4103222,109,167,
4103305,103,160,173
4103354,104,162,
4103370,104,160,
4103404,103,160,173
4103453,104,162,
4103479,104,160,
4103503,103,160,173
4103602,100,157,162
4103701,103,160,173
4103800,103,160,173
4103909,104,162,173
4103958,109,167,
4104006,105,164,171
4104055,104,162,
4104105,105,164,177
4104204,105,164,171
4104253,105,164,
4104303,103,160,173
4104402,103,164,173
4104428,109,167,
4104451,109,167,
4104501,109,167,179
4104600,104,162,175
4104659,105,164,
4104709,100,157,162
4104808,104,162,175
4104907,105,164,177
4105003,104,162,175
4105102,103,160,173
4105201,105,157,174
4105300,104,162,175
4105409,109,167,179
4105508,103,160,173
4105607,104,160,175
4105706,109,167,179
4105805,105,164,171
4105904,103,160,173
4106001,103,160,173
4106100,100,157,162
4106209,105,164,171
4106308,104,162,175
4106407,103,160,173
4106456,109,167,
4106506,109,167,179
4106555,103,160,
4106571,109,167,
4106605,104,160,175
4106704,103,160,173
4106803,108,164,177
4106852,103,160,
4106902,105,164,171
4107009,100,164,162
4107108,103,160,173
4107124,104,162,
4107157,104,162,
4107207,109,167,179
4107256,104,160,
4107306,103,160,173
4107405,109,167,179
4107504,103,160,173
4107520,104,160,
4107538,104,162,
4107546,109,167,
4107553,103,160,
4107603,103,160,173
4107652,105,164,
4107702,103,160,173
4107736,105,164,
4107751,100,157,
4107801,103,160,173
4107850,109,167,
4107900,103,160,173
4108007,103,160,173
4108106,103,160,173
4108205,104,162,175
4108304,104,162,175
4108320,104,160,175
4108403,109,167,179
4108452,109,167,
4108502,108,164,177
4108551,103,160,
4108601,104,160,175
4108650,109,167,
4108700,103,160,173
4108809,104,162,175
4108908,103,160,173
4108957,105,164,
4109005,100,157,162
4109104,103,160,175
4109203,103,160,173
4109302,104,162,175
4109401,109,167,177
4109500,105,164,171
4109609,105,164,171
4109658,109,167,
4109708,100,157,162
4109757,104,162,
4109807,103,160,173
4109906,104,160,173
4110003,103,160,173
4110052,104,162,
4110078,100,164,
4110102,105,164,177
4110201,109,167,177
4110300,103,160,173
4110409,103,160,173
4110508,105,164,177
4110607,104,160,175
4110656,104,162,
4110706,105,164,177
4110805,103,160,173
4110904,103,160,173
4110953,104,162,
4111001,100,157,162
4111100,103,160,173
4111209,109,167,179
4111258,105,164,
4111308,103,160,173
4111407,105,164,177
4111506,103,160,173
4111555,104,160,
4111605,103,160,173
4111704,100,157,162
4111803,100,157,162
4111902,103,160,173
4112009,100,157,162
4112108,103,160,173
4112207,103,160,173
4112306,100,157,162
4112405,103,160,173
4112504,103,160,173
4112603,103,160,173
4112702,103,160,173
4112751,104,162,
4112801,100,157,162
4112900,100,157,173
4112959,103,160,
4113007,103,160,173
4113106,103,160,173
4113205,105,164,171
4113254,109,167,
4113304,109,167,179
4113403,103,160,173
4113429,103,160,
4113452,104,162,
4113502,103,160,173
4113601,103,160,173
4113700,103,160,173
4113734,103,160,
4113759,103,160,
4113809,103,160,173
4113908,108,164,177
4114005,103,160,173
4114104,103,160,173
4114203,103,160,173
4114302,105,164,171
4114351,109,167,
4114401,109,167,179
4114500,103,160,173
4114609,104,162,175
4114708,104,160,175
4114807,103,160,173
4114906,103,160,173
4115002,103,160,173
4115101,104,160,175
4115200,103,160,173
4115309,109,167,179
4115358,104,162,
4115408,109,167,179
4115457,109,167,
4115507,103,160,173
4115606,104,162,175
4115705,105,164,171
4115739,103,160,
4115754,103,160,
4115804,104,162,175
4115853,104,162,
4115903,103,160,172
4116000,103,160,173
4116059,104,162,
4116109,104,160,175
4116208,105,164,171
4116307,103,160,173
4116406,103,160,173
4116505,103,160,173
4116604,103,160,173
4116703,104,162,175
4116802,104,162,173
4116901,103,160,173
4116950,109,167,
4117008,103,160,173
4117057,109,167,
4117107,103,160,173
4117206,104,160,175
4117214,103,160,
4117222,104,162,175
4117255,109,167,
4117271,109,160,
4117297,103,160,
4117305,100,164,173
4117404,103,160,173
4117453,104,162,
4117503,103,160,173
4117602,109,167,179
4117701,105,164,177
4117800,109,167,173
4117909,104,162,175
4118006,103,160,173
4118105,103,160,173
4118204,105,164,171
4118303,103,160,173
4118402,103,160,173
4118451,104,162,
4118501,109,167,179
4118600,108,164,177
4118709,108,164,177
4118808,103,160,173
4118857,104,160,
4118907,104,160,175
4119004,109,167,179
4119103,105,164,177
4119152,105,164,
4119202,100,157,162
4119251,109,167,
4119301,109,167,177
4119400,105,164,177
4119509,105,164,171
4119608,109,167,173
4119657,103,160,
4119707,103,160,173
4119806,109,167,179
4119905,105,164,177
4119954,105,164,
4120002,103,160,173
4120101,105,164,171
4120150,109,167,
4120200,103,160,173
4120309,108,164,177
4120333,103,160,
4120358,109,167,
4120408,103,160,173
4120507,103,160,173
4120606,105,164,177
4120655,104,160,
4120705,100,157,162
4120804,105,164,171
4120853,104,162,
4120903,109,167,179
4121000,103,160,173
4121109,103,160,173
4121208,105,164,171
4121257,104,162,
4121307,103,160,173
4121356,104,160,
4121406,109,167,179
4121505,105,164,177
4121604,109,167,179
4121703,100,164,177
4121752,109,167,
4121802,100,157,162
4121901,100,157,162
4122008,105,164,177
4122107,103,160,173
4122156,109,167,
4122172,103,160,
4122206,105,164,171
4122305,105,164,177
4122404,103,160,173
4122503,103,160,173
4122602,103,160,173
4122651,103,160,
4122701,103,160,173
4122800,109,167,179
4122909,100,157,162
4123006,109,167,179
4123105,100,157,162
4123204,103,160,173
4123303,103,160,173
4123402,103,160,173
4123501,104,162,175
4123600,103,160,173
4123709,103,160,173
4123808,109,167,179
4123824,104,162,
4123857,109,167,
4123907,103,160,173
4123956,103,160,
4124004,100,157,162
4124020,104,162,
4124053,104,162,
4124103,100,157,162
4124202,103,160,173
4124301,103,160,173
4124400,109,167,179
4124509,103,160,173
4124608,103,160,173
4124707,103,160,173
4124806,109,167,179
4124905,103,160,173
4125001,103,160,173
4125100,105,164,177
4125209,109,167,179
4125308,103,160,173
4125357,104,160,
4125407,100,157,162
4125456,104,162,
4125506,105,164,171
4125555,103,160,
4125605,105,164,177
4125704,104,162,175
4125753,104,162,
4125803,103,160,173
4125902,103,160,173
4126009,103,160,173
4126108,103,160,173
4126207,100,157,162
4126256,103,160,
4126272,109,167,
4126306,100,157,162
4126355,104,162,
4126405,103,160,173
4126504,103,160,173
4126603,100,157,162
4126652,109,167,
4126678,103,160,
4126702,103,160,173
4126801,104,160,175
4126900,104,160,175
4127007,105,164,177
4127106,100,164,162
4127205,103,160,173
4127304,103,160,173
4127403,104,162,175
4127502,100,164,177
4127601,105,164,171
4127700,104,162,175
4127809,100,157,162
4127858,104,162,
4127882,105,157,
